region,crop,pmp_diagonal
DE270000,RYEM,85.64130727881289
DE270000,BARL,16.83957931469631
DE270000,OATS,45.79592152908003
DE270000,MAIZ,38.00231360511278
DE270000,OCER,40.08335931004806
DE270000,RAPE,0.02673660496830643
DE270000,PULS,102.5511428970735
DE270000,POTA,464.9612064194233
DE270000,SUGB,92.51297275210247
DE270000,MAIF,5.460910933934527
DE270000,OFAR,26.76500161683613
DE270000,OSET,1.0
DE270000,VSET,1000.0
DE270000,FALL,1000.0
DE400000,SWHE,3.233927926387936
DE400000,RYEM,1.043530697167598
DE400000,BARL,2.873747122000562
DE400000,OATS,1.099767088137823
DE400000,MAIZ,19.36146758270653
DE400000,OCER,0.06922605950391288
DE400000,RAPE,0.7296383993792489
DE400000,SUNF,5.537695850858496
DE400000,PULS,0.2920822667205812
DE400000,POTA,298.8526596690504
DE400000,SUGB,67.17824921102286
DE400000,MAIF,4.509088467597648
DE400000,OFAR,8.907749462966665
DE400000,OSET,1.0
DE400000,VSET,179.7441019188734
DE400000,FALL,175.5898305367479
DE710000,SWHE,0.3907487234746966
DE710000,RYEM,37.82307102583814
DE710000,BARL,8.195991266989088
DE710000,OATS,86.92949654134281
DE710000,MAIZ,90.696243687903
DE710000,OCER,69.89618784014806
DE710000,RAPE,0.03918289523499151
DE710000,PULS,178.7001155319336
DE710000,POTA,215.6684490812577
DE710000,SUGB,120.2808690092199
DE710000,MAIF,2.285169958241915
DE710000,OFAR,179.7049665041795
DE710000,OSET,1.0
DE710000,VSET,1000.0
DE710000,FALL,10.34223889856928
DE720000,SWHE,1.132556996654518
DE720000,RYEM,70.09952689549228
DE720000,BARL,14.78532146992944
DE720000,OATS,96.8079265196782
DE720000,OCER,0.07060851450628042
DE720000,RAPE,0.02564119533228832
DE720000,PULS,5.185057342193057
DE720000,SUGB,423.6674715486413
DE720000,MAIF,83.46177857664134
DE720000,OFAR,159.595136587773
DE720000,OSET,1.0
DE720000,VSET,1000.0
DE720000,FALL,1000.0
DE730000,SWHE,0.5355094135600449
DE730000,RYEM,34.0785780266428
DE730000,BARL,7.969766093763503
